"acct_no","card_no","cust_name","uid","mob_phone","mge_org","recom_no","mp_number","mp_type","mp_status","purch_date","purch_mth","total_amt","total_mths","mth_instl","instl_cnt","rem_ppl","total_fee","rem_fee","rec_fee","etl_dt"
"0050893692","6228151354969085",乔滨勇,"320926198012173675","18262864777","""""","""""","0001",大额分期,活动,"20201229","12",100000.00,36,2777.78,14,61111.08,12000.00,0.00,12000.00,"2022-03-08"
"0000472227","6228159817963629",樊龄剑,"320926197811050327","18949761591","""""","""""","0002",灵活分期,活动,"20211103","11",2000.00,6,333.33,4,666.67,70.00,23.34,46.66,"2022-03-08"
"0050226876","6228151354172177",费荔辱,"330723197611013670","13814386888","""""","""""","0008",账单分期,活动,"20210909","09",10308.00,12,859.00,6,5154.00,721.56,360.78,360.78,"2022-03-08"
"0050864960","6228151354963617",彭麦驳,"320926196811294343","15189289003","""""","""""","0001",大额分期,活动,"20201127","11",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0050233188","6228151354175592",邸芒,"320982199906079069","18036341234","""""","""""","0001",大额分期,活动,"20191212","12",150000.00,36,4166.67,27,37499.98,18000.00,0.00,18000.00,"2022-03-08"
"0050930813","6228151354967055",庞囊弯,"320982198508013625","13485279498","""""","""""","0001",大额分期,活动,"20201229","12",100000.00,36,2777.78,14,61111.08,12000.00,0.00,12000.00,"2022-03-08"
"0050522513","6228151354976213",殷辑朗,"320926196901180294","17751533845","""""","""""","0002",账单分期,活动,"20210505","05",2288.00,12,190.66,10,381.33,160.16,0.00,160.16,"2022-03-08"
"0050186575","6228151354695169",陶浇翩,"330702198407124974","18651918851","""""","""""","0002",账单分期,活动,"20211110","11",7200.00,12,600.00,4,4800.00,504.00,336.00,168.00,"2022-03-08"
"0000295017","6228159562603628",兰尺巡,"320926197004059392","18761210222","""""","""""","0001",大额分期,活动,"20201126","11",300000.00,36,8333.34,15,175000.03,36000.00,0.00,36000.00,"2022-03-08"
"0050254008","6228151354165494",莫磷魔,"330703197707090771","18752226646","""""","""""","0001",账单分期,活动,"20220210","02",6818.28,6,1136.38,1,5681.90,238.64,198.87,39.77,"2022-03-08"
"0000301116","6228159953102628",施婚卵,"320926198007075624","13861414914","""""","""""","0001",大额分期,活动,"20191217","12",28000.00,36,777.78,27,6999.97,3360.00,0.00,3360.00,"2022-03-08"
"0050112899","6228151354630448",鲁篇搭,"320982198607275399","15295369055","""""","""""","0006",灵活分期,活动,"20220211","02",2700.00,24,112.50,1,2587.50,388.80,372.60,16.20,"2022-03-08"
"0000297054","6228159565636625",易镀,"320982198906162706","15189280405","""""","""""","0002",账单分期,活动,"20210404","04",4300.00,12,358.34,11,358.33,301.00,0.00,301.00,"2022-03-08"
"0050321637","6228151354196465",尤妃妃,"330727198406093819","13912526828","""""","""""","0001",大额分期,活动,"20201006","10",200000.00,36,5555.56,17,105555.54,24000.00,0.00,24000.00,"2022-03-08"
"0050268425","6228151354157673",陶擅络,"330624198008145391","18861998955","""""","""""","0002",账单分期,活动,"20210525","05",4437.10,12,369.76,9,1109.26,310.60,0.00,310.60,"2022-03-08"
"0050350425","6228151354122339",毕渣,"320982199007014739","13220880353","""""","""""","0001",大额分期,活动,"20200424","04",150000.00,36,4166.66,22,58333.31,18000.00,7000.00,11000.00,"2022-03-08"
"0000026437","6228159326753628",邸匪巡,"320926197109292393","13961954833","""""","""""","0024",账单分期,活动,"20210511","05",3500.00,12,291.66,10,583.33,245.00,0.00,245.00,"2022-03-08"
"0051184836","6228151354956629",贺败,"320911199104302972","17205156000","""""","""""","0001",大额分期,活动,"20210928","09",81991.00,36,2277.53,5,70603.35,6969.24,6001.29,967.95,"2022-03-08"
"0050284287","6228151354117156",费驻驻,"320982199205131290","19802618689","""""","""""","0002",账单分期,活动,"20220102","01",22500.00,3,7500.00,2,7500.00,360.00,120.00,240.00,"2022-03-08"
"0000414036","6228159899652629",乔惠垂,"320911198406263097","13382607571","""""","""""","0001",账单分期,活动,"20211212","12",15151.92,12,1262.66,3,11363.94,1060.63,795.49,265.14,"2022-03-08"
"0000382858","6228159937537626",莫篇涓,"320982198609272730","17026096888","""""","""""","0001",大额分期,活动,"20190614","06",250000.00,36,6944.45,33,20833.33,30000.00,2500.02,27499.98,"2022-03-08"
"0050589569","6228161392672096",关匪棋,"320926197202089023","13651584555","""""","""""","0001",大额分期,活动,"20200827","08",100000.00,36,2777.78,18,49999.96,12000.00,0.00,12000.00,"2022-03-08"
"0050655613","6228161392604438",贺丸汪,"350126196306250587","18851484355","""""","""""","0004",账单分期,活动,"20210418","04",1580.50,12,131.70,10,263.41,110.64,0.00,110.64,"2022-03-08"
"0000400481","6228159854724629",辛蒜匪,"32092619690123239X","15061607888","""""","""""","0001",账单分期,活动,"20210322","03",3000.00,12,250.00,11,250.00,210.00,0.00,210.00,"2022-03-08"
"0050893692","6228151354969085",乔滨勇,"320926198012173675","18262864777","""""","""""","0002",大额分期,活动,"20210118","01",100000.00,36,2777.78,13,63888.86,12000.00,0.00,12000.00,"2022-03-08"
"0050318788","6228151354194262",常雇涓,"320982198605119827","13645105143","""""","""""","0001",大额分期,活动,"20191217","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0000169648","6228159208317625",贺粗,"320926197210209873","15358245777","""""","""""","0001",大额分期,活动,"20210104","01",150000.00,24,6250.00,14,62500.00,12000.00,0.00,12000.00,"2022-03-08"
"0000186492","6228159236748627",贺践沿,"32092619661228437X","13601423181","""""","""""","0007",大额分期,活动,"20210524","05",150000.00,36,4166.67,9,112499.97,18000.00,13500.00,4500.00,"2022-03-08"
"0050944076","6228151354967832",卜萍,"320982199110284518","15365717222","""""","""""","0002",大额分期,活动,"20210126","01",100000.00,36,2777.78,13,63888.86,9000.00,0.00,9000.00,"2022-03-08"
"0050970943","6228151354954194",邸唤鲟,"320926196401014513","13115262939","""""","""""","0001",大额分期,活动,"20210119","01",100000.00,36,2777.78,13,63888.86,9000.00,0.00,9000.00,"2022-03-08"
"0050275342","6228151354111084",洪辟,"33072319850122229X","18932299189","""""","""""","0002",账单分期,活动,"20211212","12",3180.85,12,265.07,3,2385.64,222.66,167.01,55.65,"2022-03-08"
"0000233923","6228159570061629",贺催,"320982198209302670","18795679666","""""","""""","0001",大额分期,活动,"20211216","12",100000.00,36,2777.78,3,91666.66,12000.00,0.00,12000.00,"2022-03-08"
"0050373827","6228151354127767",司敦,"321028197009010437","13645102462","""""","""""","0001",大额分期,活动,"20200512","05",125000.00,24,5208.33,22,10416.67,10000.00,0.00,10000.00,"2022-03-08"
"0051268949","6228151354910808",陶淡弯,"350624198704085920","18912525121","""""","""""","0001",大额分期,活动,"20220130","01",228000.00,36,6333.33,1,221666.67,27360.00,26600.00,760.00,"2022-03-08"
"0051161110","6228151354959649",辛汪瘫,"320982199504072323","18248775856","""""","""""","0001",大额分期,活动,"20210726","07",170000.00,36,4722.22,7,136944.46,20400.00,16433.38,3966.62,"2022-03-08"
"0050112899","6228151354630448",鲁篇搭,"320982198607275399","15295369055","""""","""""","0004",灵活分期,活动,"20211114","11",1000.00,6,166.66,4,333.33,35.00,11.68,23.32,"2022-03-08"
"0050775882","6228151354966313",贺肿罢,"320982199909185713","19851548791","""""","""""","0001",灵活分期,活动,"20201101","11",3988.20,24,166.17,16,1329.40,574.30,0.00,574.30,"2022-03-08"
"0051233642","6228151354955472",连败汪,"320911198210301979","15861988858","""""","""""","0001",大额分期,活动,"20211201","12",200000.00,36,5555.56,3,183333.32,24000.00,22000.02,1999.98,"2022-03-08"
"0050268425","6228151354157673",陶擅络,"330624198008145391","18861998955","""""","""""","0003",账单分期,新增的,"20220220","02",3162.79,12,263.57,0,3162.79,221.40,221.40,0.00,"2022-03-08"
"0051173278","6228151354959250",毕败穗,"32092619671003071X","13770285128","""""","""""","0001",大额分期,活动,"20210812","08",150000.00,36,4166.67,7,120833.31,18000.00,0.00,18000.00,"2022-03-08"
"0000026437","6228159326753628",邸匪巡,"320926197109292393","13961954833","""""","""""","0027",账单分期,活动,"20220110","01",11000.00,12,916.67,2,9166.66,770.00,641.68,128.32,"2022-03-08"
"0000036075","6228159376699622",滕络秸,"320982198702219395","18921821928","""""","""""","0005",账单分期,活动,"20210811","08",8600.00,12,716.67,7,3583.32,602.00,0.00,602.00,"2022-03-08"
"0051164199","6228151354959474",贺溃,"320982199702200517","17551629768","""""","""""","0001",账单分期,活动,"20210928","09",2009.27,6,334.88,5,334.87,70.32,11.72,58.60,"2022-03-08"
"0050359502","6228151354123113",赖宅,"320911196110020791","13805104218","""""","""""","0001",大额分期,活动,"20200420","04",100000.00,36,2777.77,22,38888.85,12000.00,0.00,12000.00,"2022-03-08"
"0050428440","6228151354149639",官雪勇,"320982199208160513","18361199567","""""","""""","0001",大额分期,活动,"20200602","06",60000.00,36,1666.67,21,24999.97,5400.00,0.00,5400.00,"2022-03-08"
"0050898082","6228151354961959",常柳沿,"321021197510165331","15950322699","""""","""""","0001",大额分期,活动,"20201231","12",100000.00,36,2777.78,14,61111.08,12000.00,0.00,12000.00,"2022-03-08"
"0050655613","6228161392604438",贺丸汪,"350126196306250587","18851484355","""""","""""","0010",账单分期,活动,"20220119","01",1794.28,12,149.52,1,1644.76,125.60,115.14,10.46,"2022-03-08"
"0000008423","6228159351761629",滕络雪,"320926197507231836","18914692009","""""","""""","0001",大额分期,活动,"20191216","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0050297161","6228151354139093",范茂剑,"320911199010071341","13914679557","""""","""""","0001",大额分期,活动,"20191121","11",240000.00,36,6666.67,27,59999.98,28800.00,0.00,28800.00,"2022-03-08"
"0000125273","6228159222991629",练框络,"320926196107299386","15365718288","""""","""""","0016",灵活分期,新增的,"20220306","03",4050.00,24,168.75,0,4050.00,583.20,583.20,0.00,"2022-03-08"
"0050569689","6228151354904967",温煽唐,"320982198612180394","18361616959","""""","""""","0001",大额分期,活动,"20200807","08",40000.00,36,1111.11,19,18888.91,4800.00,0.00,4800.00,"2022-03-08"
"0050518791","6228161354670815",苗吁龄,"320926196609219892","13912524898","""""","""""","0008",账单分期,活动,"20211102","11",61000.00,12,5083.33,4,40666.68,4270.00,2846.68,1423.32,"2022-03-08"
"0050944076","6228151354967832",卜萍,"320982199110284518","15365717222","""""","""""","0001",大额分期,活动,"20210106","01",120000.00,24,5000.00,14,50000.00,7200.00,0.00,7200.00,"2022-03-08"
"0050695489","6228151354968814",贺弯,"320926198003135706","15961951627","""""","""""","0001",大额分期,活动,"20210121","01",300000.00,36,8333.34,13,191666.70,36000.00,0.00,36000.00,"2022-03-08"
"0000274661","6228159519384629",乔儒垂,"320926198106234766","13851007609","""""","""""","0002",账单分期,活动,"20211212","12",4500.00,12,375.00,3,3375.00,315.00,236.25,78.75,"2022-03-08"
"0050196197","6228151354621959",沿侨筝,"320926196405108090","15962079684","""""","""""","0001",大额分期,活动,"20190906","09",90000.00,36,2500.00,30,15000.00,10800.00,0.00,10800.00,"2022-03-08"
"0050858762","6228151354962312",樊败粗,"330624196110205312","13770071635","""""","""""","0001",大额分期,活动,"20201127","11",50000.00,36,1388.89,15,29166.65,6000.00,0.00,6000.00,"2022-03-08"
"0050895668","6228151354963781",赖耀毕,"330702199202024392","17798788958","""""","""""","0003",灵活分期,活动,"20210616","06",3800.00,12,316.67,9,949.99,266.00,0.00,266.00,"2022-03-08"
"0050055638","6228151354663324",武雪宅,"320982198803311115","18352044040","""""","""""","0001",灵活分期,活动,"20210426","04",5000.00,12,416.66,10,833.33,350.00,0.00,350.00,"2022-03-08"
"0050112899","6228151354630448",鲁篇搭,"320982198607275399","15295369055","""""","""""","0005",灵活分期,活动,"20220113","01",4000.00,24,166.67,2,3666.66,576.00,528.00,48.00,"2022-03-08"
"0000313974","6228159990096627",兰魔,"320911198809141393","18351283222","""""","""""","0001",大额分期,活动,"20201127","11",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0000500094","6228159654646626",椒搭,"320926199706294564","18066012354","""""","""""","0006",账单分期,活动,"20210911","09",3159.00,12,263.25,6,1579.50,221.13,110.58,110.55,"2022-03-08"
"0050105329","6228151354613956",陶篇辟,"320926197501211818","13851310701","""""","""""","0001",灵活分期,活动,"20211014","10",6000.00,6,1000.00,5,1000.00,210.00,35.00,175.00,"2022-03-08"
"0050713156","6228151354960621",强巡,"320926196911240094","18921826806","""""","""""","0001",大额分期,活动,"20200930","09",40000.00,24,1666.67,17,11666.65,3200.00,0.00,3200.00,"2022-03-08"
"0000026437","6228159326753628",邸匪巡,"320926197109292393","13961954833","""""","""""","0028",账单分期,活动,"20220129","01",7500.00,12,625.00,1,6875.00,525.00,481.25,43.75,"2022-03-08"
"0000491367","6228159863883622",贺枷,"320982198812074502","15895160168","""""","""""","0001",大额分期,活动,"20190706","07",100000.00,36,2777.77,32,11111.10,12000.00,0.00,12000.00,"2022-03-08"
"0050863858","6228151354963625",邢擅杏,"330329196507276691","13770281957","""""","""""","0001",大额分期,活动,"20201130","11",50000.00,36,1388.89,15,29166.65,6000.00,0.00,6000.00,"2022-03-08"
"0050318161","6228151354190583",孔驻,"320926196902049810","13851013220","""""","""""","0001",大额分期,活动,"20191217","12",300000.00,36,8333.34,27,75000.01,36000.00,0.00,36000.00,"2022-03-08"
"0000476064","6228159816686627",毕耐垂,"330111197606242489","15251083889","""""","""""","0001",大额分期,活动,"20190920","09",99000.00,36,2750.00,29,19250.00,11880.00,0.00,11880.00,"2022-03-08"
"0050543496","6228151354977518",尤沿扣,"320919196301222688","18936342383","""""","""""","0001",大额分期,活动,"20200731","07",100000.00,36,2777.78,19,47222.18,12000.00,0.00,12000.00,"2022-03-08"
"0050655613","6228161392604438",贺丸汪,"350126196306250587","18851484355","""""","""""","0006",账单分期,活动,"20210625","06",3070.80,12,255.90,8,1023.60,214.96,0.00,214.96,"2022-03-08"
"0050466728","6228151354143392",关韶,"330727199112308524","18652398775","""""","""""","0001",大额分期,活动,"20200714","07",85000.00,36,2361.11,20,37777.80,10200.00,0.00,10200.00,"2022-03-08"
"0050288954","6228151354130548",贺末累,"320926196411150295","13770236200","""""","""""","0001",大额分期,活动,"20191121","11",450000.00,36,12500.00,27,112500.00,54000.00,13500.00,40500.00,"2022-03-08"
"0000125273","6228159222991629",练框络,"320926196107299386","15365718288","""""","""""","0012",账单分期,活动,"20210424","04",3000.00,12,250.00,10,500.00,210.00,0.00,210.00,"2022-03-08"
"0050321123","6228151354193918",常宅,"34152219751017397X","15365705500","""""","""""","0001",大额分期,活动,"20200113","01",200000.00,36,5555.55,26,55555.55,24000.00,6666.70,17333.30,"2022-03-08"
"0050518791","6228161354670815",苗吁龄,"320926196609219892","13912524898","""""","""""","0009",账单分期,活动,"20220104","01",15900.00,12,1325.00,2,13250.00,1113.00,927.50,185.50,"2022-03-08"
"0000248831","6228159541554629",常鹿沧,"320982199005100625","15895164331","""""","""""","0001",大额分期,活动,"20210203","02",100000.00,36,2777.78,13,63888.86,9000.00,0.00,9000.00,"2022-03-08"
"0050695479","6228151354968889",武患涓,"330726198001153020","13921825852","""""","""""","0001",大额分期,活动,"20201022","10",170000.00,36,4722.22,16,94444.48,20400.00,0.00,20400.00,"2022-03-08"
"0050268454","6228151354157582",贺烬,"320982198711299892","13584777177","""""","""""","0001",大额分期,活动,"20200617","06",276000.00,36,7666.67,21,114999.97,33120.00,0.00,33120.00,"2022-03-08"
"0050548976","6228151354972071",常患耗,"320926196609133511","15862070610","""""","""""","0001",大额分期,活动,"20200824","08",185000.00,36,5138.89,18,92499.98,22200.00,0.00,22200.00,"2022-03-08"
"0050239487","6228151354106548",耿妹累,"320926196505211271","13815560381","""""","""""","0001",大额分期,活动,"20220125","01",50000.00,36,1388.89,1,48611.11,6000.00,5833.34,166.66,"2022-03-08"
"0050895668","6228151354963781",赖耀毕,"330702199202024392","17798788958","""""","""""","0001",大额分期,活动,"20201210","12",65000.00,36,1805.56,15,37916.65,7800.00,0.00,7800.00,"2022-03-08"
"0051023851","6228161394615549",章韶栉,"320982199710286891","18361196315","""""","""""","0002",账单分期,活动,"20210918","09",1597.74,6,266.29,5,266.29,55.92,9.32,46.60,"2022-03-08"
"0050604299","6228151354909123",伏茅怒,"330603198507312324","15261953560","""""","""""","0001",大额分期,活动,"20200821","08",250000.00,36,6944.44,18,125000.01,30000.00,0.00,30000.00,"2022-03-08"
"0050880193","6228151354963245",季休唐,"330624196707129383","13004491447","""""","""""","0001",大额分期,活动,"20201204","12",50000.00,36,1388.89,15,29166.65,6000.00,0.00,6000.00,"2022-03-08"
"0000368522","6228159901468626",乔匪穴,"320926196610139398","15061180077","""""","""""","0002",大额分期,活动,"20210526","05",160000.00,36,4444.45,9,120000.01,19200.00,0.00,19200.00,"2022-03-08"
"0050296032","6228151354139424",武龄仓,"320982198607060697","15251080808","""""","""""","0001",大额分期,活动,"20191119","11",200000.00,36,5555.56,27,49999.99,24000.00,0.00,24000.00,"2022-03-08"
"0050868570","6228161394613411",贺萨晰,"320926197406185519","13770245765","""""","""""","0001",账单分期,活动,"20220210","02",3600.00,6,600.00,1,3000.00,126.00,105.00,21.00,"2022-03-08"
"0000026437","6228159326753628",邸匪巡,"320926197109292393","13961954833","""""","""""","0026",账单分期,活动,"20211118","11",18000.00,12,1500.00,3,13500.00,1260.00,945.00,315.00,"2022-03-08"
"0050194346","6228151354628780",宫帝魔,"320982198206181818","13402507062","""""","""""","0001",自行POS分期,活动,"20210831","08",2990.00,12,249.16,6,1494.99,179.40,0.00,179.40,"2022-03-08"
"0050942870","6228151354963377",葛兢违,"330702199706304195","17605252512","""""","""""","0001",大额分期,活动,"20210128","01",43708.00,36,1214.11,13,27924.57,3715.18,2373.60,1341.58,"2022-03-08"
"0000020423","6228159324761623",常筹魔,"321083196411093293","13805113020","""""","""""","0004",大额分期,活动,"20191213","12",50000.00,36,1388.89,27,12499.97,6000.00,0.00,6000.00,"2022-03-08"
"0050455617","6228151354149514",贺杏,"320982199206120374","17551617890","""""","""""","0001",大额分期,活动,"20200629","06",79723.00,24,3321.79,20,13287.18,4783.38,797.24,3986.14,"2022-03-08"
"0000343165","6228159940189621",庞篇沿,"320982197608269391","13705113834","""""","""""","0001",大额分期,活动,"20191202","12",360000.00,36,10000.00,27,90000.00,43200.00,10800.00,32400.00,"2022-03-08"
"0050655613","6228161392604438",贺丸汪,"350126196306250587","18851484355","""""","""""","0003",账单分期,活动,"20210322","03",1768.93,12,147.42,11,147.41,123.83,0.00,123.83,"2022-03-08"
"0050321819","6228151354196051",庞雪唐,"320926196611292511","18014689700","""""","""""","0001",大额分期,活动,"20210121","01",120000.00,36,3333.34,13,76666.70,14400.00,0.00,14400.00,"2022-03-08"
"0050392287","6228151354125845",贺篇厅,"320982199010115506","18352028115","""""","""""","0002",账单分期,活动,"20211118","11",2100.00,6,350.00,3,1050.00,73.50,36.75,36.75,"2022-03-08"
"0000125273","6228159222991629",练框络,"320926196107299386","15365718288","""""","""""","0015",账单分期,活动,"20211210","12",3300.00,12,275.00,3,2475.00,231.00,173.25,57.75,"2022-03-08"
"0050420300","6228151354149167",嫁奉棋,"320926196903119825","13337983968","""""","""""","0001",大额分期,活动,"20200612","06",50000.00,36,1388.89,21,20833.31,6000.00,0.00,6000.00,"2022-03-08"
"0051250744","6228151354910741",毕盾患,"320911197609064720","15950297903","""""","""""","0001",大额分期,活动,"20211228","12",62700.00,36,1741.67,2,59216.66,7524.00,7106.00,418.00,"2022-03-08"
"0050319124","6228151354198131",陶贯颇,"320982198204223674","15358244899","""""","""""","0001",大额分期,活动,"20191217","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0050208621","6228151354644662",贺帝宏,"320926198009095514","13815560890","""""","""""","0001",大额分期,活动,"20190910","09",200000.00,36,5555.55,30,33333.33,24000.00,0.00,24000.00,"2022-03-08"
"0000284723","6228159539261625",席膺衡,"32092619760425989X","13407506967","""""","""""","0001",大额分期,活动,"20200113","01",100000.00,36,2777.77,26,27777.75,12000.00,0.00,12000.00,"2022-03-08"
"0050236248","6228151354100897",伍璐汛,"320982198706049899","15151080067","""""","""""","0001",灵活分期,活动,"20211023","10",12000.00,24,500.00,4,10000.00,1728.00,1440.00,288.00,"2022-03-08"
"0050002896","6228151354674008",伍穴瑟,"330624199107258396","13301412121","""""","""""","0002",账单分期,活动,"20210711","07",13876.49,12,1156.37,8,4625.50,971.35,0.00,971.35,"2022-03-08"
"0000409930","6228159858050625",伍淡晾,"320982199207164715","15189381767","""""","""""","0001",大额分期,活动,"20190422","04",75800.00,36,2105.55,34,4211.11,6822.00,0.00,6822.00,"2022-03-08"
"0050117761","6228151354638235",武衣,"330703198205118089","18551528737","""""","""""","0001",账单分期,活动,"20210709","07",3000.00,12,250.00,8,1000.00,210.00,0.00,210.00,"2022-03-08"
"0050143815","6228151354684999",椒剑,"320926197910054702","13851012866","""""","""""","0001",大额分期,活动,"20201126","11",300000.00,36,8333.34,15,175000.03,36000.00,0.00,36000.00,"2022-03-08"
"0050249010","6228151354164331",申淡络,"320926198101199017","17388001800","""""","""""","0001",大额分期,活动,"20200706","07",100000.00,36,2777.78,20,44444.40,12000.00,0.00,12000.00,"2022-03-08"
"0051004523","6228151354958278",莫蹄,"32091119870826292X","18662055276","""""","""""","0001",大额分期,活动,"20210210","02",200000.00,36,5555.56,13,127777.76,18000.00,0.00,18000.00,"2022-03-08"
"0051163748","6228151354959409",武邢罢,"331003199805063584","13771053925","""""","""""","0001",账单分期,活动,"20210911","09",2513.00,12,209.41,6,1256.49,175.91,87.96,87.95,"2022-03-08"
"0050768885","6228161392655380",易败淡,"540424199611193999","13404223541","""""","""""","0001",账单分期,活动,"20210531","05",1408.59,12,117.39,9,352.15,98.60,0.00,98.60,"2022-03-08"
"0050399691","6228151354140075",陶茂剑,"320982197909202705","13645109418","""""","""""","0001",大额分期,活动,"20200519","05",100000.00,24,4166.67,21,12499.99,8000.00,0.00,8000.00,"2022-03-08"
"0050645301","6228151354905519",伍卵携,"320982199106224694","13651580884","""""","""""","0001",大额分期,活动,"20200903","09",200000.00,36,5555.55,18,99999.99,24000.00,12000.06,11999.94,"2022-03-08"
"0000415513","6228159892401628",嫁汛添,"320982199205245693","13222335555","""""","""""","0001",大额分期,活动,"20210121","01",200000.00,36,5555.56,13,127777.76,24000.00,0.00,24000.00,"2022-03-08"
"0050991758","6228151354954475",洪剑驳,"320982199308011806","18261209256","""""","""""","0001",大额分期,活动,"20210128","01",50000.00,36,1388.89,13,31944.43,6000.00,3833.41,2166.59,"2022-03-08"
"0050194591","6228151354621280",丛候荔,"32098219860404371X","18261206210","""""","""""","0003",账单分期,活动,"20211025","10",1413.00,12,117.75,4,942.00,98.91,65.95,32.96,"2022-03-08"
"0000307919","6228159955005621",边吁斩,"320926196412039820","13815568680","""""","""""","0001",大额分期,活动,"20200513","05",125000.00,36,3472.22,22,48611.15,15000.00,5833.38,9166.62,"2022-03-08"
"0050960539","6228151354967378",兰怒庐,"320911198112312121","18921893112","""""","""""","0001",大额分期,活动,"20210122","01",273000.00,36,7583.34,13,174416.70,32760.00,20930.00,11830.00,"2022-03-08"
"0050102459","6228151354613634",文骆骆,"320982198911111807","15751116881","""""","""""","0002",账单分期,活动,"20220209","02",2450.00,3,816.67,1,1633.33,39.20,26.14,13.06,"2022-03-08"
"0050655613","6228161392604438",贺丸汪,"350126196306250587","18851484355","""""","""""","0008",账单分期,活动,"20211018","10",2438.09,12,203.17,4,1625.40,170.67,113.79,56.88,"2022-03-08"
"0050020108","6228151354606893",埃符贯,"320926196708095717","13182116183","""""","""""","0001",大额分期,活动,"20191213","12",300000.00,36,8333.34,27,75000.01,36000.00,0.00,36000.00,"2022-03-08"
"0050392287","6228151354125845",贺篇厅,"320982199010115506","18352028115","""""","""""","0003",账单分期,活动,"20211218","12",1280.00,12,106.67,2,1066.66,89.60,74.68,14.92,"2022-03-08"
"0000125273","6228159222991629",练框络,"320926196107299386","15365718288","""""","""""","0014",账单分期,活动,"20210820","08",4600.00,12,383.33,6,2300.01,322.00,161.02,160.98,"2022-03-08"
"0050531007","6228151354979019",温蹊沿,"33062419630911467X","13962089809","""""","""""","0001",大额分期,活动,"20200724","07",100000.00,36,2777.78,19,47222.18,12000.00,0.00,12000.00,"2022-03-08"
"0051228170","6228151354955621",范桂灯,"320911197302091492","13961956385","""""","""""","0001",大额分期,活动,"20211104","11",90000.00,12,7500.00,4,60000.00,3600.00,0.00,3600.00,"2022-03-08"
"0050091580","6228151354618906",温络渣,"220103198609098223","13141910053","""""","""""","0002",灵活分期,活动,"20200914","09",2000.00,24,83.33,18,500.01,288.00,0.00,288.00,"2022-03-08"
"0000408568","6228159851487626",施败穗,"320982198603109393","15961957606","""""","""""","0001",大额分期,活动,"20201207","12",650000.00,24,27083.34,15,243750.01,52000.00,0.00,52000.00,"2022-03-08"
"0050325102","6228151354192340",邢劣,"330483198710049024","18262862501","""""","""""","0001",大额分期,活动,"20200106","01",165000.00,36,4583.33,26,45833.35,19800.00,0.00,19800.00,"2022-03-08"
"0050727273","6228161392663285",殷符,"320982199704140343","15251171190","""""","""""","0002",灵活分期,活动,"20210910","09",1700.00,9,188.89,6,566.66,91.80,30.60,61.20,"2022-03-08"
"0050878072","6228151354963252",贺绳鲟,"320926197106259328","18921823801","""""","""""","0001",大额分期,活动,"20201209","12",50000.00,36,1388.89,15,29166.65,6000.00,0.00,6000.00,"2022-03-08"
"0000004847","6228159359513626",常植沿,"320926196401175763","13605112160","""""","""""","0001",大额分期,活动,"20191213","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0050314419","6228151354183737",莫彼雪,"32092619800628351X","15961958711","""""","""""","0001",大额分期,活动,"20191212","12",100000.00,36,2777.78,27,24999.97,12000.00,0.00,12000.00,"2022-03-08"
"0050907601","6228151354967790",砭赃妇,"320982199211029372","13092654360","""""","""""","0001",大额分期,活动,"20201221","12",100000.00,36,2777.78,14,61111.08,12000.00,0.00,12000.00,"2022-03-08"
"0050768885","6228161392655380",易败淡,"540424199611193999","13404223541","""""","""""","0002",账单分期,活动,"20210830","08",2093.33,12,174.44,6,1046.67,146.53,73.27,73.26,"2022-03-08"
"0050259971","6228151354158606",边攫攫,"320982198612314321","15950329666","""""","""""","0001",大额分期,活动,"20191118","11",215000.00,36,5972.23,27,53750.02,25800.00,6450.03,19349.97,"2022-03-08"
"0050251433","6228151354163515",沮龄唐,"32092619750422039X","15950329758","""""","""""","0001",大额分期,活动,"20201119","11",100000.00,36,2777.78,15,58333.30,12000.00,0.00,12000.00,"2022-03-08"
"0051007567","6228151354958294",陶挝辱,"320982198201080698","13584776702","""""","""""","0001",大额分期,活动,"20210204","02",71600.00,36,1988.89,13,45744.43,8592.00,5489.41,3102.59,"2022-03-08"
"0000259408","6228159588777620",庞莲翔,"320982198906018616","15862051277","""""","""""","0001",大额分期,活动,"20201030","10",200000.00,36,5555.56,17,105555.54,24000.00,0.00,24000.00,"2022-03-08"
"0050194591","6228151354621280",丛候荔,"32098219860404371X","18261206210","""""","""""","0004",账单分期,活动,"20220211","02",1700.00,12,141.67,1,1558.33,119.00,109.09,9.91,"2022-03-08"
"0051130340","6228151354956306",俞芒粗,"341522200212031062","15857676930","""""","""""","0001",账单分期,活动,"20220125","01",1095.00,12,91.25,1,1003.75,76.65,70.27,6.38,"2022-03-08"
"0000013401","6228159390774625",贺败悲,"330604197904159396","13770248166","""""","""""","0001",大额分期,活动,"20191217","12",28000.00,36,777.78,27,6999.97,3360.00,0.00,3360.00,"2022-03-08"
